obs,Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Month,Duration,Campaign,Previous,poutcome,Y
24732,30,blue-collar,single,secondary,no,0,yes,no,telephone,jul,40,5,0,unknown,0
24733,46,blue-collar,married,primary,no,2904,no,no,cellular,apr,277,2,0,unknown,0
24734,32,services,single,secondary,no,101,yes,no,cellular,may,369,1,0,unknown,0
24735,29,technician,married,secondary,no,782,yes,no,unknown,may,131,1,0,unknown,0
24736,33,management,married,tertiary,no,1297,yes,no,cellular,oct,117,1,0,unknown,0
24737,40,management,married,tertiary,no,3812,no,no,cellular,aug,58,4,0,unknown,0
24738,45,technician,married,tertiary,no,1818,yes,yes,cellular,jun,427,1,5,success,0
24739,30,technician,single,secondary,no,53,yes,no,cellular,jul,352,5,0,unknown,0
24740,52,blue-collar,married,unknown,no,51,no,no,cellular,aug,935,2,0,unknown,0
24741,33,services,married,secondary,no,4434,yes,no,unknown,may,265,1,0,unknown,0
24742,38,services,divorced,secondary,no,49,yes,no,cellular,may,43,1,2,success,0
24743,53,housemaid,married,secondary,no,736,yes,no,unknown,may,535,1,0,unknown,0
24744,34,technician,divorced,unknown,no,975,yes,no,cellular,jan,263,2,1,other,0
24745,50,blue-collar,married,primary,no,4108,yes,no,cellular,aug,526,2,0,unknown,1
24746,37,admin.,divorced,secondary,no,0,yes,yes,cellular,may,358,1,0,unknown,0
24747,34,admin.,married,secondary,no,395,yes,no,cellular,apr,258,8,0,unknown,0
24748,57,management,married,secondary,no,0,yes,no,unknown,may,147,7,0,unknown,0
24749,31,technician,married,tertiary,no,8,no,no,unknown,may,71,5,0,unknown,0
24750,45,admin.,married,secondary,no,-547,yes,no,unknown,jun,214,2,0,unknown,0
24751,32,technician,married,unknown,no,429,yes,no,cellular,apr,31,3,2,other,0
24752,58,management,married,tertiary,no,889,no,no,cellular,aug,121,2,0,unknown,0
24753,47,blue-collar,married,secondary,no,-656,yes,no,unknown,may,184,2,0,unknown,0
24754,44,services,married,secondary,no,332,no,no,cellular,jun,171,1,0,unknown,0
24755,41,services,married,secondary,no,0,yes,yes,cellular,jun,352,2,2,failure,1
24756,25,admin.,single,secondary,no,18,yes,no,cellular,jul,129,1,0,unknown,0
24757,38,unemployed,married,secondary,no,926,no,no,unknown,jun,705,5,0,unknown,0
24758,19,student,single,secondary,no,329,no,no,cellular,oct,252,2,0,unknown,1
24759,37,blue-collar,married,unknown,no,722,yes,no,cellular,apr,362,1,3,failure,0
24760,56,admin.,married,secondary,no,360,yes,yes,cellular,jul,98,2,0,unknown,0
24761,37,admin.,single,tertiary,no,3954,yes,no,cellular,aug,87,1,2,failure,0
24762,56,admin.,married,secondary,no,292,yes,no,unknown,may,228,9,0,unknown,0
24763,30,technician,single,tertiary,no,198,yes,no,cellular,apr,308,1,0,unknown,0
24764,45,admin.,single,secondary,no,2394,yes,yes,telephone,may,895,12,0,unknown,0
24765,31,management,married,tertiary,no,351,no,no,cellular,aug,165,3,0,unknown,0
24766,38,management,married,tertiary,no,494,no,no,cellular,nov,146,1,2,other,0
24767,64,retired,married,primary,no,2140,no,no,cellular,mar,881,3,2,failure,1
24768,59,housemaid,married,primary,no,100,no,no,cellular,aug,1134,1,0,unknown,1
24769,27,admin.,married,secondary,no,512,yes,no,cellular,jul,259,1,0,unknown,0
24770,44,services,married,secondary,no,1450,yes,no,cellular,apr,356,1,2,failure,0
24771,40,management,married,tertiary,no,326,no,no,cellular,aug,236,2,0,unknown,0
24772,39,blue-collar,married,primary,no,1373,yes,no,telephone,jul,81,5,0,unknown,0
24773,53,management,married,secondary,no,-133,yes,no,unknown,may,126,2,0,unknown,0
24774,45,technician,married,tertiary,no,970,no,no,cellular,aug,216,4,0,unknown,0
24775,40,technician,married,secondary,no,-496,no,no,telephone,jul,22,2,0,unknown,0
24776,34,technician,single,secondary,no,201,no,no,cellular,jul,257,2,0,unknown,0
24777,41,housemaid,single,secondary,no,231,no,no,cellular,jul,76,2,0,unknown,0
24778,35,services,married,secondary,no,181,yes,no,cellular,jul,5,3,0,unknown,0
24779,48,services,divorced,secondary,no,297,no,no,cellular,aug,121,4,0,unknown,0
24780,56,blue-collar,married,primary,no,278,no,yes,cellular,jul,261,3,0,unknown,0
24781,44,self-employed,single,tertiary,no,18558,yes,no,cellular,nov,51,1,4,other,0
24782,34,technician,divorced,secondary,no,7,yes,yes,cellular,nov,94,2,1,failure,0
24783,34,blue-collar,married,primary,no,425,yes,no,unknown,may,182,6,0,unknown,0
24784,48,technician,married,tertiary,no,1036,yes,yes,telephone,nov,71,2,0,unknown,0
24785,31,management,single,tertiary,no,1619,no,no,cellular,apr,327,2,0,unknown,1
24786,34,technician,divorced,secondary,no,-133,yes,no,cellular,jul,395,1,0,unknown,0
24787,38,management,single,tertiary,no,83,no,yes,telephone,jul,32,7,0,unknown,0
24788,27,blue-collar,married,primary,yes,-588,no,no,unknown,may,531,2,0,unknown,0
24789,55,blue-collar,married,primary,no,1470,no,no,telephone,jan,85,2,0,unknown,0
24790,39,admin.,married,secondary,no,9618,yes,no,cellular,may,94,2,1,failure,0
24791,33,services,single,secondary,no,329,yes,yes,cellular,jul,227,4,0,unknown,0
24792,54,management,married,primary,no,2587,no,no,cellular,jun,236,2,0,unknown,1
24793,49,management,single,tertiary,no,354,yes,no,unknown,may,166,3,0,unknown,0
24794,38,technician,married,secondary,no,403,yes,yes,unknown,jun,99,8,0,unknown,0
24795,24,blue-collar,single,secondary,no,0,yes,no,unknown,may,202,1,0,unknown,0
24796,45,admin.,single,secondary,no,946,yes,no,cellular,apr,754,3,6,failure,0
24797,30,self-employed,married,secondary,no,220,yes,yes,cellular,may,187,3,0,unknown,0
24798,33,unemployed,single,secondary,no,559,yes,no,cellular,feb,18,6,0,unknown,0
24799,44,technician,married,tertiary,no,184,yes,yes,cellular,feb,653,3,2,other,0
24800,34,services,married,secondary,no,0,yes,no,cellular,jul,75,3,0,unknown,0
24801,36,services,married,secondary,no,301,yes,no,unknown,may,210,1,0,unknown,0
24802,60,management,married,unknown,no,1046,yes,no,unknown,jun,32,3,0,unknown,0
24803,36,management,single,tertiary,no,0,no,no,cellular,aug,108,2,0,unknown,0
24804,30,unemployed,single,secondary,no,79,no,yes,cellular,jul,169,1,0,unknown,0
24805,22,self-employed,single,secondary,no,2138,no,yes,cellular,aug,164,1,2,other,1
24806,49,services,married,secondary,no,153,no,no,cellular,aug,123,4,0,unknown,0
24807,56,management,married,primary,no,13,no,no,cellular,nov,240,1,0,unknown,0
24808,34,technician,married,secondary,no,6107,no,no,cellular,nov,114,3,0,unknown,0
24809,25,student,married,tertiary,no,4923,yes,yes,cellular,may,78,4,14,failure,0
24810,46,blue-collar,married,secondary,no,1232,no,yes,cellular,feb,300,3,8,other,0
24811,34,unemployed,single,secondary,no,1928,yes,no,unknown,may,140,2,0,unknown,0
24812,38,technician,married,tertiary,no,432,yes,no,cellular,may,10,2,1,other,0
24813,42,services,married,secondary,no,693,yes,no,unknown,may,187,2,0,unknown,0
24814,39,retired,married,secondary,no,439,no,no,unknown,may,56,1,0,unknown,0
24815,46,management,married,tertiary,no,1489,yes,no,unknown,jun,375,5,0,unknown,0
24816,38,blue-collar,married,secondary,no,625,yes,yes,cellular,may,210,1,0,unknown,0
24817,40,admin.,married,secondary,no,2082,no,no,unknown,jun,82,1,0,unknown,0
24818,60,retired,married,secondary,no,975,no,no,cellular,sep,303,1,1,failure,1
24819,42,blue-collar,married,primary,no,574,yes,no,cellular,apr,357,2,2,failure,0
24820,27,admin.,single,secondary,no,1492,yes,no,unknown,may,67,13,0,unknown,0
24821,60,blue-collar,married,secondary,no,0,no,no,cellular,aug,111,2,0,unknown,0
24822,59,management,married,primary,no,8334,no,no,cellular,dec,141,4,2,other,0
24823,45,management,single,tertiary,no,483,no,no,cellular,feb,95,2,11,other,1
24824,31,housemaid,married,tertiary,no,2190,yes,no,telephone,may,25,6,18,other,0
24825,36,management,married,tertiary,no,1235,no,no,cellular,aug,85,6,0,unknown,0
24826,59,retired,married,unknown,yes,-114,no,yes,cellular,jul,611,2,0,unknown,0
24827,38,entrepreneur,married,secondary,no,0,yes,no,cellular,nov,202,1,0,unknown,0
24828,55,blue-collar,married,secondary,no,989,yes,yes,unknown,may,246,4,0,unknown,0
24829,59,blue-collar,married,primary,no,1227,no,no,cellular,aug,89,5,0,unknown,0
24830,30,management,married,tertiary,no,7,yes,no,cellular,aug,173,1,4,other,1
24831,52,technician,married,secondary,no,0,yes,yes,unknown,may,77,2,0,unknown,0
24832,59,retired,married,primary,no,0,no,no,cellular,aug,460,1,0,unknown,0
24833,27,blue-collar,married,secondary,no,1028,yes,yes,cellular,may,580,1,1,failure,0
24834,34,technician,married,secondary,no,978,yes,no,unknown,may,370,2,0,unknown,0
24835,29,services,married,secondary,no,368,yes,no,cellular,apr,16,5,0,unknown,0
24836,59,retired,married,primary,no,741,no,no,cellular,nov,194,2,2,failure,0
24837,39,blue-collar,married,primary,no,532,yes,no,cellular,jul,786,2,0,unknown,0
24838,56,management,married,tertiary,no,-45,yes,no,unknown,may,116,6,0,unknown,0
24839,30,admin.,single,secondary,no,1309,no,no,cellular,jan,622,1,0,unknown,1
24840,51,blue-collar,married,secondary,no,1414,yes,no,unknown,may,241,2,0,unknown,0
24841,27,management,married,tertiary,no,1918,no,no,cellular,feb,61,1,0,unknown,0
24842,45,management,divorced,secondary,no,644,yes,no,cellular,nov,418,1,1,success,1
24843,36,services,married,secondary,no,8114,yes,no,unknown,jun,505,1,0,unknown,0
24844,39,management,divorced,tertiary,no,5009,yes,no,cellular,jul,1083,2,0,unknown,0
24845,26,technician,single,tertiary,no,2781,yes,no,cellular,apr,132,1,0,unknown,0
24846,49,blue-collar,married,secondary,no,395,no,yes,cellular,jul,188,3,0,unknown,0
24847,59,technician,married,secondary,no,2528,no,yes,unknown,jun,216,1,0,unknown,0
24848,33,management,married,tertiary,no,1071,no,no,cellular,feb,84,2,4,failure,0
24849,28,blue-collar,single,primary,no,442,no,no,cellular,jan,157,2,0,unknown,0
24850,54,technician,married,tertiary,no,417,yes,no,unknown,jun,375,2,0,unknown,0
24851,40,blue-collar,married,primary,no,1206,no,yes,telephone,jul,201,5,0,unknown,0
24852,39,management,married,tertiary,no,0,yes,no,unknown,may,184,2,0,unknown,0
24853,38,technician,divorced,secondary,no,1559,yes,no,cellular,may,22,6,10,failure,0
24854,74,retired,married,tertiary,no,4912,no,no,telephone,apr,268,2,3,failure,0
24855,30,management,single,tertiary,no,536,no,no,cellular,jan,362,2,2,success,1
24856,36,services,divorced,secondary,no,223,yes,yes,cellular,may,80,1,0,unknown,0
24857,33,management,married,tertiary,no,55,no,no,cellular,apr,526,2,3,failure,1
24858,41,blue-collar,married,primary,no,5560,yes,no,cellular,may,280,2,3,failure,0
24859,42,blue-collar,married,secondary,no,879,yes,no,cellular,nov,140,1,0,unknown,0
24860,66,retired,married,primary,no,2883,no,no,cellular,apr,158,1,0,unknown,1
24861,36,management,single,tertiary,no,181,yes,no,cellular,may,159,2,4,failure,0
24862,36,technician,married,tertiary,no,6,yes,no,cellular,jan,100,1,1,failure,0
24863,28,student,single,tertiary,no,61,yes,no,cellular,jul,401,8,0,unknown,0
24864,37,management,married,tertiary,no,11391,yes,no,cellular,nov,103,1,0,unknown,0
24865,37,technician,married,secondary,no,-90,yes,no,cellular,apr,921,2,3,failure,0
24866,26,unemployed,single,tertiary,no,370,no,no,cellular,jan,230,1,0,unknown,0
24867,38,management,divorced,tertiary,no,-199,yes,no,cellular,may,15,3,0,unknown,0
24868,30,blue-collar,single,primary,no,413,yes,no,cellular,may,148,1,4,other,0
24869,30,unknown,single,unknown,no,6929,no,no,cellular,nov,341,1,0,unknown,0
24870,42,technician,single,secondary,no,0,no,no,telephone,jul,33,13,0,unknown,0
24871,32,management,single,tertiary,no,0,no,no,cellular,aug,121,2,0,unknown,0
24872,54,blue-collar,married,primary,no,7073,no,no,cellular,aug,479,6,0,unknown,0
24873,45,management,married,secondary,no,1098,no,no,cellular,aug,75,1,0,unknown,0
24874,50,admin.,married,secondary,no,1906,no,no,unknown,may,174,17,0,unknown,0
24875,40,technician,married,secondary,no,232,no,no,cellular,jan,366,1,0,unknown,0
24876,33,blue-collar,single,primary,no,599,yes,no,unknown,may,29,1,0,unknown,0
24877,47,self-employed,married,secondary,no,231,no,no,cellular,aug,88,2,0,unknown,0
24878,39,admin.,divorced,secondary,no,878,yes,no,cellular,may,611,5,0,unknown,1
24879,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,nov,64,1,0,unknown,0
24880,46,technician,married,secondary,no,190,yes,no,cellular,aug,370,2,0,unknown,0
24881,32,admin.,married,primary,no,1351,yes,no,unknown,may,325,3,0,unknown,0
24882,45,blue-collar,married,secondary,no,-104,yes,no,cellular,may,33,12,0,unknown,0
24883,55,retired,married,primary,no,386,no,yes,cellular,jul,136,1,0,unknown,0
24884,31,management,married,secondary,no,1064,no,no,telephone,nov,60,1,0,unknown,0
24885,53,self-employed,divorced,tertiary,no,1841,no,no,unknown,jun,403,5,0,unknown,0
24886,41,technician,married,secondary,no,767,yes,yes,unknown,may,204,1,0,unknown,0
24887,54,management,divorced,tertiary,no,3473,yes,no,cellular,aug,306,2,0,unknown,0
24888,32,admin.,married,secondary,no,0,yes,no,cellular,jul,524,4,0,unknown,0
24889,44,housemaid,married,primary,no,3706,no,no,unknown,jun,209,3,0,unknown,0
24890,56,admin.,married,secondary,no,51,yes,yes,cellular,apr,75,1,0,unknown,0
24891,54,entrepreneur,married,secondary,no,0,no,no,unknown,jun,96,1,0,unknown,0
24892,54,unknown,married,unknown,no,895,no,no,cellular,oct,335,1,0,unknown,1
24893,71,retired,married,primary,no,4657,no,no,cellular,feb,93,5,0,unknown,1
24894,30,services,single,secondary,no,-114,yes,no,cellular,jul,396,2,0,unknown,0
24895,51,entrepreneur,married,primary,no,512,no,no,cellular,nov,328,1,0,unknown,0
24896,50,technician,married,secondary,no,7098,yes,no,unknown,may,92,1,0,unknown,0
24897,26,unknown,single,secondary,no,3247,no,no,telephone,feb,341,3,0,unknown,0
24898,70,retired,divorced,primary,no,828,no,no,cellular,dec,433,1,0,unknown,0
24899,29,admin.,single,secondary,no,200,yes,no,cellular,may,261,1,0,unknown,0
24900,50,housemaid,married,primary,no,85,no,no,cellular,nov,714,1,0,unknown,0
24901,60,self-employed,married,primary,no,46,yes,no,unknown,may,202,4,0,unknown,0
24902,39,blue-collar,single,primary,no,207,no,yes,unknown,jun,35,3,0,unknown,0
24903,37,management,single,tertiary,no,35,yes,no,cellular,jul,34,3,0,unknown,0
24904,41,blue-collar,married,secondary,no,97,no,yes,cellular,jul,212,2,0,unknown,0
24905,60,management,married,tertiary,no,3895,no,yes,unknown,jun,28,8,0,unknown,0
24906,56,retired,married,secondary,no,415,no,no,cellular,aug,158,2,0,unknown,0
24907,51,retired,married,secondary,no,0,yes,no,cellular,oct,146,4,0,unknown,0
24908,43,management,married,tertiary,no,354,no,no,cellular,aug,169,10,0,unknown,0
24909,34,management,married,tertiary,no,1116,yes,no,cellular,apr,120,1,5,failure,0
24910,57,retired,divorced,primary,no,0,no,no,telephone,jul,1037,3,0,unknown,0
24911,41,technician,single,tertiary,no,431,no,no,cellular,jul,196,1,5,failure,1
24912,33,blue-collar,married,primary,no,1209,yes,no,cellular,apr,700,1,0,unknown,0
24913,30,management,married,tertiary,no,882,no,no,cellular,aug,102,6,0,unknown,0
24914,37,admin.,single,secondary,no,1560,yes,no,unknown,jun,203,2,0,unknown,0
24915,34,self-employed,single,unknown,no,687,yes,no,cellular,may,99,2,0,unknown,0
24916,37,management,married,tertiary,no,21,yes,no,cellular,feb,89,2,2,failure,0
24917,35,management,married,tertiary,no,1100,no,yes,cellular,jan,127,2,0,unknown,0
24918,54,retired,divorced,tertiary,no,726,no,no,cellular,jan,246,1,0,unknown,0
24919,33,admin.,divorced,secondary,no,212,yes,no,unknown,jan,23,1,0,unknown,0
24920,40,management,married,tertiary,no,12409,yes,no,cellular,nov,140,1,2,failure,0
24921,44,technician,married,secondary,no,1127,yes,no,cellular,aug,82,8,0,unknown,0
24922,81,retired,divorced,unknown,no,9224,no,no,telephone,nov,235,2,0,unknown,0
24923,26,blue-collar,married,secondary,no,245,yes,no,unknown,may,16,11,0,unknown,0
24924,29,blue-collar,single,secondary,no,28,no,no,cellular,jul,360,2,0,unknown,0
24925,31,blue-collar,married,secondary,no,492,yes,no,cellular,feb,99,1,0,unknown,0
24926,21,blue-collar,single,secondary,no,2265,no,no,cellular,feb,92,2,0,unknown,1
24927,48,blue-collar,single,secondary,no,0,yes,no,cellular,may,95,1,0,unknown,0
24928,31,management,single,tertiary,no,58,no,no,cellular,aug,207,2,0,unknown,0
24929,36,entrepreneur,married,secondary,no,185,yes,no,cellular,jul,136,2,0,unknown,0
24930,34,admin.,divorced,secondary,no,-251,no,no,cellular,jul,641,1,0,unknown,1
24931,32,technician,married,secondary,no,163,yes,yes,cellular,jul,73,3,0,unknown,0
24932,50,services,married,secondary,no,3374,no,no,unknown,jun,27,2,0,unknown,0
24933,56,blue-collar,divorced,primary,no,596,no,no,unknown,jun,123,1,0,unknown,0
24934,30,services,single,primary,no,5746,yes,no,telephone,nov,125,2,0,unknown,0
24935,27,self-employed,single,secondary,no,78,yes,no,unknown,may,825,1,0,unknown,0
24936,32,management,single,tertiary,no,2536,yes,no,cellular,aug,958,6,0,unknown,1
24937,64,technician,married,secondary,no,1473,yes,no,cellular,feb,121,2,0,unknown,0
24938,31,unemployed,married,secondary,no,375,yes,no,cellular,apr,218,1,0,unknown,0
24939,41,technician,single,tertiary,no,1104,no,no,unknown,jun,352,1,0,unknown,0
24940,39,technician,married,tertiary,no,437,no,no,telephone,may,186,2,0,unknown,0
24941,37,technician,divorced,secondary,no,262,yes,no,cellular,may,268,1,4,other,0
24942,32,unemployed,married,secondary,no,-160,yes,no,unknown,may,27,1,0,unknown,0
24943,27,technician,single,tertiary,no,2781,yes,no,cellular,may,168,1,1,failure,1
24944,35,technician,single,secondary,no,225,yes,no,cellular,may,7,5,0,unknown,0
24945,54,management,single,tertiary,no,0,no,no,telephone,jun,133,4,0,unknown,0
24946,33,management,single,tertiary,no,321,no,no,cellular,aug,227,2,0,unknown,0
24947,29,technician,married,tertiary,no,-722,no,yes,unknown,jun,121,4,0,unknown,0
24948,40,admin.,married,primary,no,72,yes,yes,cellular,nov,849,1,0,unknown,1
24949,38,blue-collar,married,primary,no,506,yes,yes,unknown,jun,122,1,0,unknown,0
24950,49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,apr,253,1,1,failure,0
24951,30,blue-collar,married,secondary,no,215,yes,no,cellular,jul,127,9,0,unknown,0
24952,39,technician,married,secondary,no,0,no,no,cellular,aug,327,3,0,unknown,0
24953,52,admin.,married,secondary,no,225,yes,no,unknown,may,167,1,0,unknown,0
24954,41,management,married,tertiary,no,3769,yes,no,cellular,may,94,1,0,unknown,0
